samples,Sample008,Sample009,Sample012,Sample014,Sample015,Sample016,Sample019,Sample030,Sample031,Sample032,Sample033,Sample034,Sample036,Sample037,Sample042,Sample043,Sample044,Sample045,Sample053,Sample054,Sample056,Sample063,Sample066,Sample068,Sample069,Sample074,Sample075,Sample081,Sample083,Sample093,Sample098,Sample001,Sample002,Sample003,Sample006,Sample007,Sample018,Sample020,Sample021,Sample022,Sample024,Sample025,Sample028,Sample057,Sample058,Sample064,Sample073,Sample076,Sample078,Sample079,Sample082,Sample084,Sample085,Sample086,Sample087,Sample088,Sample089,Sample091,Sample092,Sample094,Sample096,Sample097,Sample099,Sample100,Sample004,Sample005,Sample010,Sample013,Sample017,Sample026,Sample029,Sample035,Sample038,Sample039,Sample041,Sample046,Sample047,Sample048,Sample049,Sample050,Sample051,Sample055,Sample059,Sample060,Sample061,Sample062,Sample065,Sample067,Sample071,Sample072,Sample077,Sample080,Sample090,Sample095
186.0452__45.24,184124979,197957108,72622696,118793307,91101697,213711835,103951193,103633406,82371806,127143744,173526340,118804992,407853833,230699652,130892420,216699963,203329412,219689772,103096385,82770038,73572301,100230753,55762554,185800079,186215829,123432606,93362421,90325882,311201898,88041601,79997812,28916828,26795347,39853852,28539735,32984918,29093661,34141137,26868755,24591604,9547612,18120696,44539884,58912220,62311002,14253527,25232063,5098172,25327395,39387497,38936690,4984880,46892723,37582692,5324758,1837732,33943699,26600019,27331156,29985682,38302557,27136978,5211465,29733747,61445474,47826223,63654799,64576857,42930143,24649232,70241493,39331513,49661488,43154217,67025845,17030002,30910468,49224970,27260587,6022760,60836935,73155269,60932555,38310714,50069726,26324511,47476063,44098016,56222544,35567248,34014458,44534557,38694217,72507348
186.0555__158.6,124986346,270924800,19284081,93631247,101786804,107726971,75765850,22054407,96983685,65237878,185722854,44418342,128245070,132903350,57858327,83013588,60347830,65592339,312907283,121410197,55722190,98307633,155907476,140244730,122265332,209323093,20338609,43599807,20064646,369550667,104091882,24217152,61223062,130352845,17792313,50180998,125709349,111059410,134202018,299822553,83421106,146050005,39681329,223197226,134530681,43200287,36013595,153262895,193196388,103409013,184200610,120012428,111997261,120671510,125423563,161606185,90784487,45179430,37648868,147040728,206583322,51791117,120752488,107554414,140993764,286241475,105355884,99725592,59314832,184118196,140463380,42341507,89058918,136015677,23680932,96588374,85229322,100356292,284964090,153171342,85975358,40408094,99590477,39428349,100152531,121425699,60727653,94963135,55770109,103137502,70710986,94904787,80692396,97015947
161.056__39.06,119599.4,1613770,946734,1415800,119599.4,821068,2196508,1994318,119599.4,1410129,2108452,119599.4,1054502,1568171,749244,1637036,119599.4,1011527,999537,119599.4,2706075,1305057,2831199,2373740,2625240,1941284,2947998,1578645,1040834,2296883,1713072,1475358,2435260,2849320,119599.4,1899345,1778659,2951241,2813186,1008776,862264,2098588,1509953,119599.4,1526947,1517662,1790738,1339726,2356244,2599555,2375425,2612330,2379814,1873463,3269424,2134178,2669142,1462225,1415068,1190956,1701078,982385,1563496,1542907,1305406,119599.4,2642187,1503823,2149932,1827587,1444117,119599.4,597997,1270989,1272123,1936680,1626597,1083710,5445821,2816259,622912,119599.4,840008,1691851,1294962,1477806,2921009,844049,1289104,1395035,2191916,2415207,2066293,1038836
226.9759__43.64,5325884,6201912,5075492,8183237,9556996,7105138,5751053,5198796,4649192,5938077,4224165,5955930,6434080,5523897,7188485,4217603,6915642,2557011,7121975,4310588,7118557,3323490,3418657,3711971,2716054,2875023,3565719,2566182,4832142,6521371,5659591,4441387,4597494,4757116,5845571,5554815,6452250,4150796,6443065,5166739,5159030,3952751,4977457,5758358,6216432,3040249,4052911,4185413,6687658,8601796,3692596,3273308,4700657,2969421,4776122,5152782,5387375,4617796,4324042,6131376,6719803,5400281,6952384,6153091,5432060,5833448,4709323,4695532,5210205,4398569,7625327,6263951,4287572,5148801,5632036,6501576,4231798,4417382,5504975,7040982,6188582,5200070,7026461,5804243,6190421,4006901,4416014,5667856,6472880,4149886,4682056,6715844,5596043,6653463
206.9522__143.02,12532277,17340640,2901282,4689718,2787933,4856306,15284200,18286789,4144564,2985957,9887855,13929909,2275286,5564314,3740370,2561275,8119875,3015883,11504131,7295976,5449370,5413793,6396192,2391956,2897133,3452208,6348432,2872859,10658525,6653202,4290991,5637436,7757226,7424308,8030720,8169769,6275842,18775214,4700101,5135528,3336076,14687665,2645537,3582460,8004413,8442767,3418411,10605413,11817179,5989274,3945281,4697129,8691553,12703490,9596066,9618805,5317636,2507087,4481223,2906040,7503314,3752094,3721358,6410892,12841548,12366185,5454777,3813911,13331288,13466772,3257382,4180626,4978780,3930428,6512865,8664715,4198141,5549493,13427972,15970918,2266515,5494458,3169382,3272641,7673553,18810996,7045622,2950241,2867813,3682936,3476405,4328311,453303,5586547
78.9175__40.4,4291610,4210896,5059635,4304570,4914471,3862182,3518671,5516435,4186933,4784257,3152733,5163605,3576666,3460834,5251745,3822421,4865338,4296200,6404194,4757267,5397514,3782269,4084260,3731626,3980915,4310373,4602624,4826128,4527441,5219678,6667963,4831921,4640348,4145995,4391420,4167801,4779458,3443635,3653651,3559444,4339197,3819006,4595671,4634622,4981951,3732535,7496445,4743665,4048185,7006162,3599593,3979524,4697949,4957040,3592596,4937027,3966214,4761564,4566621,5081382,5215823,4627185,7599365,4538467,3971587,4828899,4485723,5445732,5494077,3752989,4426467,5215283,3415713,3977708,5581118,5238207,4277492,3361688,4539707,4391685,3252675,5167369,5710142,5119789,5031418,5188806,4284366,5122331,5195404,4534119,5701212,5707870,4575619,6574034
133.0495__45.78,2991899,6873860,1905378,3865845,3979516,6051481,5941370,2698234,2708956,3243391,2128529,3546320,2092134,3662251,2000800,4247530,3755415,3391145,4707249,3490407,2823359,3424233,4258970,2772891,3936170,3023297,4350191,3511542,1947122,4826148,4953586,4083720,4830100,1549601,3256117,2985247,3638239,2222467,3781406,2335289,3940281,4556912,6782080,4373237,6671782,3247820,2523443,5125266,4619251,2449764,6480835,3879073,4111746,3438684,2209732,2102449,1451913,2887792,3507065,7136973,4454971,3724095,3135438,6502003,4078146,5390855,3870434,3844411,3775005,3234802,3805803,1365429,3478819,3127260,3864384,4920414,2086110,6923475,2874232,7369337,2458647,3407366,2322348,3875802,6260269,4531005,3687149,2069325,2437874,2785483,4534761,3235144,3043093,3121212
133.0495__50.32,3196968,6187003,2061175,3796802,3582328,5857793,4982676,2615909,2798940,3504155,2380787,3924121,2118799,3564140,1827658,4413975,3860588,3335027,5266529,3447454,2343422,3527757,3299743,3274168,4247489,3262115,4370201,3154287,2244739,4496565,3798259,4618321,4563112,2014271,2973594,2971427,4662538,3217402,3379538,2607350,3326182,4582341,5247854,4307242,4427478,3737657,2517885,4793451,4594346,1965103,4977545,5063380,3304220,3025226,3299431,2031355,2283612,2816561,3547562,5703805,4917557,4107927,3760031,6327215,4131086,5570704,4898401,3573950,4423816,2509383,4159754,2034850,3079721,2970521,3906899,4487786,1922983,4837021,2643118,5656192,2722322,3631155,3270964,3601191,7150112,3797716,4050875,2371025,2669289,3269296,5385298,3956089,2519138,3449044
227.0019__188.82,11354102,33152944,10543642,16751134,13017925,32453328,24663963,14171767,24515916,8509951,14439345,21962738,34293467,9903117,7096222,19224647,37379257,6790494,27774992,17383602,4116720,2982743,40669474,12377205,6893181,15252223,6453896,15550665,10736028,7615798,23684255,11887646,13920910,7549289,29977651,28617500,30118011,25303072,19444374,18606523,9298170,17981496,13435296,11197766,58759905,26133157,14277290,11019103,44751025,8183434,11982395,36945459,32917784,21443073,22451437,16567296,24196393,3765458,6527338,16500899,7869441,13538279,9607282,10386569,29780331,11836846,28995180,28913809,8463738,14165004,15071912,21664732,21307129,18437490,23740198,14813486,39321492,9620972,19521772,17843224,26870196,15365391,29929710,17053759,6617353,10147236,18057798,3643162,10141618,3633898,4958111,13884038,27265468,12179655
227.0131__168.76,54948143,98717469,38766483,62544722,82454323,65182342,134152813,77329321,76663624,68940575,119966930,53069117,115347675,77712933,117909180,114741327,74588382,18998846,49317922,58468804,69286000,118661144,66952777,70493384,185297508,91516203,125606122,123924761,75062312,88785482,104818777,60921827,97195024,73022223,50203401,114983823,115004195,45795768,128770391,156485957,21020046,61375915,30038310,34094516,113172328,59209365,74283377,77829777,147767098,189340657,70622029,113076112,155773794,77519889,41284715,84123200,60762894,106323188,92466317,65234649,137212390,96631155,48689659,78211885,69570905,68876507,90847556,25761861,85088626,49124532,70295917,109663911,75542016,89450573,88903609,74380341,51194022,41239850,127708693,137382614,70598466,70543597,57731317,56666483,118822257,88047990,120398642,146188746,107976133,87474603,112824888,186137580,86607567,19535316
78.9577__37.73,20188788,24510346,22830879,19718437,21544065,21554471,20369429,18949715,21635168,18798009,24678761,16668500,20399471,16704424,21742007,21557227,19499551,20545178,18379303,20267411,15660052,25664229,28785776,26219533,27776076,24257283,26029135,24894859,24416741,21512880,21303519,22543507,20650973,24424553,20649418,17197204,20126793,21126522,21185535,22921103,24383143,23716976,23453795,17124371,24599653,29513572,23174436,24128190,24799597,22063077,28368169,28359565,30814719,26100462,25068058,26572786,22197410,21976576,25912220,22644134,21950936,20726437,21284325,21231511,21656418,21510514,22011238,18552556,21411220,24045814,20761426,20680896,23548742,22579383,18247307,31058524,24809899,21448448,20474497,27883959,23286213,16988118,16229589,17077243,25358055,30920419,27475080,25583079,23487790,22404543,21914333,18170852,22121308,18017385
133.0648__200.96,7514073,12809693,7906074,20153702,11232684,59526456,15207364,21432535,7023573,18631207,10471450,27130826,11268142,6810212,32421708,5693443,7869198,12396568,21901201,8905337,17305958,2503553,8870345,9973662,10288798,4825531,8919002,3033099,5717735,11319946,28321378,7787843,39772184,5774408,13228488,17166027,23457137,8014309,10549086,26062353,4155244,25720841,11424215,6072945,11594821,16023333,12408441,46018319,23664500,44330974,10221287,14529084,35254007,12264149,16270390,13913823,11508325,8354310,11247765,9570908,16426214,23962748,27200148,13977335,19666618,12771301,14394256,24957375,8439707,11312826,12939996,15313603,6788012,8780565,18966337,6217271,10147801,13525751,10661758,18331477,14236894,7480803,23467278,11432427,13435508,10846378,8786244,11788527,7299298,3407493,9584181,20632443,4330136,25378273
227.0173__50.59,3477331,2558179,3205837,1912176,1672663,2029476,2197345,3992877,2689313,2859565,3719316,2768381,2425537,2559853,1620577,1230911,2837784,4198334,3519875,3561659,2808722,2853512,2818264,5975463,3388655,4915760,3556704,3576388,4583450,3984988,3031723,2043841,2562586,3306093,2706805,2217367,2227119,3798327,2390750,2493149,2002094,4237566,4253014,3439931,2230475,3090547,3779720,3329382,2574476,3076951,3768048,2490522,3485524,4226221,5888035,3962967,5512172,3398855,2888297,2627114,2450358,3177220,3934956,3454541,2420961,2592999,2234208,4050573,1959480,4410636,3007908,2511683,2662999,3140340,3380701,2847222,4008269,4564151,3669911,2526248,3458695,2719004,1781046,2446731,3256830,2769912,2742987,4841536,2787869,4363885,3121603,2000579,4760737,4255561
186.1243__39.33,1189192,1270730,1896426,1723958,1960317,1585884,2234388,1664538,1944219,2163513,3874040,2511100,2835494,2016678,2923652,2592054,1821387,1324913,1721206,2149550,2735346,1617327,1586406,2983786,2818592,1777377,1825158,2268822,2366591,2648199,2257661,1172793,1571194,1026173,1036217,1785107,1182410,1413769,2460203,2573010,1115511,1297254,1641872,2142740,2488539,1338488,1533443,2373971,2037776,2256622,2201822,2870160,2055545,1629938,1317361,1795735,2501591,2626093,3025201,3059304,3393926,2816629,2860400,4397092,2735479,754987,1175651,1455101,1190448,1716823,1328931,2334520,2554972,2582165,1821989,1223685,1613202,2385655,1306112,2800125,2859174,1913839,2288236,2653652,2287619,1307496,1776711,1767981,2141232,1597399,2564417,2482662,2398164,2602984
134.0165__43.64,35102287,35839326,16970289,24195789,19410421,36413693,21429531,23382416,18805177,25363417,33754355,24393109,58621939,40096668,24218913,35388448,34787285,41945526,18267199,20115755,17748270,23457733,19013166,31299041,35309349,28268845,22371080,23569195,52981519,21116673,19642810,4322790,3504465,5137646,6003730,4426067,3730089,13497923,12084136,11477113,11395236,13424968,5813076,12425716,15008197,12951782,12413049,4539855,4095971,14993663,6033125,4080899,4979998,5221686,8416417,10183817,5973445,6257414,12802981,11974180,12814170,5319610,7281928,13550464,16389840,15771232,15528083,15125916,13341310,14542163,12951870,13206488,14437427,14344514,19290143,15985136,15961845,16724004,13222523,14545670,17001395,16969044,14425096,13298766,15583556,14665617,16612885,15855130,14907417,15349917,13488315,13815451,14750851,16805561
206.9674__37.73,6724655,6853946,6709503,7666485,8597626,7009800,6983726,7117662,7786186,5682836,6005794,5917600,5737604,5594261,7299511,7391727,8556804,7204866,8181273,7206535,5837779,6425386,7864787,6520332,6918255,6418792,8965259,5468239,7713446,6845303,6793001,6270219,5935911,7652103,6724546,4404177,6580227,8607089,7053475,6084627,9538204,7508516,8554322,6889871,9136413,5803277,7050046,8105733,8831538,8042530,6970201,6158895,7243016,7221075,7066443,8961895,7536690,5997923,7842083,8984813,7337427,6702644,10278177,8417497,6369261,6339645,7462431,7821372,7039538,7139447,6957582,8327694,7399093,7271329,6288245,10706439,7937809,6810793,7449052,6485078,5939671,6363356,6820552,6642940,6186249,6724540,6203178,7284091,7782923,7742162,6852839,7581424,7079536,7847441
227.0384__204.7,7014907,33347179,3218597,9554324,4228651,43680249,21376445,11793059,13059885,2660268,30396746,4658940,4556332,7018669,4607927,4789354,5268494,1846731,29536732,3326816,2410930,3356276,17527887,2866111,1997982,8118792,8077500,8564845,1675251,3771261,8431616,3855563,10249350,1779928,11463574,4128170,25134102,22568950,21350527,18010123,1502355,4905146,5183371,2415735,5669102,17798162,4174260,7044200,7068555,2100067,3282723,8319892,27520142,16027423,13299581,14237517,29436055,7423091,3221465,4852583,1739225,3916044,3874557,4605496,20373604,2859092,20610007,17362911,5762862,4210329,3827819,12093250,10513362,2669870,15634671,4683098,3990631,6469610,30540214,4731607,5291416,5076274,2809078,7964908,1843428,3072200,14251993,1479777,4780745,1531534,2795435,2258119,25843379,8839630
227.0384__214.09,5412599,10637064,1237506,476913,318187,9391243,4996140,6223618,6363388,351544,11354329,583829,723602,228077,435888,436019,726556,206941,6800093,908954,178832,104903,3786933,354835,401526,724902,209358,164806,360548,224196,769006,235291,4228942,870615,2888816,415223,9675283,5393155,398180,3972720,239219,1826277,451643,326513,1021725,1042323,610191,3286737,1311573,424616,283751,1017994,6485079,6090113,3732368,5538100,10587882,115666,319911,539437,437039,991048,493950,498237,5869953,384087,9053764,6612239,2419292,984248,372958,3322989,3808940,579425,752549,162245,1005363,522808,8458818,511338,382309,383959,678807,608067,163729,737482,5568976,116309,344132,194577,214296,500630,3497087,1640482
104.034__39.33,46973417,48464335,36299185,38480903,31371648,45309825,40499227,47889047,38715733,49027123,51104837,43728667,37210406,51986444,42934652,44604383,38203859,43680073,42041211,42155089,50412392,43557258,56002409,47713025,53998239,68607247,63857066,50178978,41076339,65838194,64322807,45613639,47399827,50417425,45863330,46013565,42621238,53814855,54346600,34412664,39811808,63439567,53840766,44535881,65811905,50158729,46297102,44993672,53291631,73226394,63205372,43738995,50145336,63280601,71361561,65597485,63593642,63903873,53134859,40799444,54229292,52293506,59976413,60405314,43097549,41158545,48102490,54896117,51330502,46315148,39481954,40806319,45269563,44134386,49347961,62048300,57051786,42514761,73234600,55959508,41373117,37826920,45185738,51000602,35507709,46821462,63205232,33700005,37691151,49007104,56117641,51809730,61181618,56561862
134.0601__166.09,1867489,3192979,6423831,6318573,2297150,2873281,14839665,5818879,6751171,8361718,1999989,5887041,12115659,3557253,6498052,6297026,14202965,5598307,4618309,4671605,6990606,7424624,8063456,3035491,14476839,1231360,6059703,12487296,5445786,9670318,10850748,8886491,12300695,2298745,433127,3304804,2930500,1789643,2206282,4107902,4558041,1697444,8317678,12505694,13911897,3572830,8658232,7173339,10311615,10728186,8559669,3996201,7434532,5040430,8056507,5933124,1467177,6335857,7300757,8361485,13455018,11321905,8163380,8639342,2552191,5580807,8950890,2927393,1533995,1668638,8538270,4718823,16699010,6167586,24481402,6135297,5777062,9714079,1420019,6951414,6792831,13568651,5692207,6760547,10893044,1736979,12166916,5669359,3710666,10602461,7271896,6773492,14988995,7476722
