"gene","edge","net"
"K01738","edg12605","ko01100"
"K10150","edg12606","ko01100"
"K01738","edg12606","ko01100"
"K00816","edg12607","ko01100"
"K01760","edg12607","ko01100"
"K14155","edg12607","ko01100"
"K01758","edg12607","ko01100"
"K17217","edg12607","ko01100"
"K21623","edg12607","ko01100"
"K15789","edg12608","ko01100"
"K00060","edg12608","ko01100"
"K15789","edg12609","ko01100"
"K00060","edg12609","ko01100"
"K15789","edg12610","ko01100"
"K00060","edg12610","ko01100"
"K15789","edg12611","ko01100"
"K00060","edg12611","ko01100"
"K15789","edg12612","ko01100"
"K00060","edg12612","ko01100"
"K15789","edg12613","ko01100"
"K00060","edg12613","ko01100"
"K15789","edg12614","ko01100"
"K00060","edg12614","ko01100"
"K15789","edg12615","ko01100"
"K00060","edg12615","ko01100"
"K15789","edg12616","ko01100"
"K00060","edg12616","ko01100"
"K15789","edg12617","ko01100"
"K00060","edg12617","ko01100"
"K15789","edg12618","ko01100"
"K00060","edg12618","ko01100"
"K15789","edg12619","ko01100"
"K00060","edg12619","ko01100"
"K15789","edg12620","ko01100"
"K00060","edg12620","ko01100"
"K00639","edg12621","ko01100"
"K00639","edg12622","ko01100"
"K00639","edg12623","ko01100"
"K00639","edg12624","ko01100"
"K00639","edg12625","ko01100"
"K00639","edg12626","ko01100"
"K00639","edg12627","ko01100"
"K00639","edg12628","ko01100"
"K00639","edg12629","ko01100"
"K00639","edg12630","ko01100"
"K00639","edg12631","ko01100"
"K00639","edg12632","ko01100"
"K00639","edg12633","ko01100"
"K00274","edg12634","ko01100"
"K00276","edg12634","ko01100"
"K00274","edg12635","ko01100"
"K00276","edg12635","ko01100"
"K00274","edg12636","ko01100"
"K00276","edg12636","ko01100"
"K00274","edg12637","ko01100"
"K00276","edg12637","ko01100"
"K00274","edg12638","ko01100"
"K00276","edg12638","ko01100"
"K00274","edg12639","ko01100"
"K00276","edg12639","ko01100"
"K00274","edg12640","ko01100"
"K00276","edg12640","ko01100"
"K00274","edg12641","ko01100"
"K00276","edg12641","ko01100"
"K00274","edg12642","ko01100"
"K00276","edg12642","ko01100"
"K00274","edg12643","ko01100"
"K00276","edg12643","ko01100"
"K00274","edg12644","ko01100"
"K00276","edg12644","ko01100"
"K00274","edg12645","ko01100"
"K00276","edg12645","ko01100"
"K00274","edg12646","ko01100"
"K00276","edg12646","ko01100"
"K00274","edg12647","ko01100"
"K00276","edg12647","ko01100"
"K00274","edg12648","ko01100"
"K00276","edg12648","ko01100"
"K00274","edg12649","ko01100"
"K00276","edg12649","ko01100"
"K00274","edg12650","ko01100"
"K00276","edg12650","ko01100"
"K00274","edg12651","ko01100"
"K00276","edg12651","ko01100"
"K00274","edg12652","ko01100"
"K00276","edg12652","ko01100"
"K00274","edg12653","ko01100"
"K00276","edg12653","ko01100"
"K00274","edg12654","ko01100"
"K00276","edg12654","ko01100"
"K00274","edg12655","ko01100"
"K00276","edg12655","ko01100"
"K00274","edg12656","ko01100"
"K00276","edg12656","ko01100"
"K00274","edg12657","ko01100"
"K00276","edg12657","ko01100"
"K00274","edg12658","ko01100"
"K00276","edg12658","ko01100"
"K16066","edg12659","ko01100"
"K16066","edg12660","ko01100"
"K16066","edg12661","ko01100"
"K16066","edg12662","ko01100"
"K16066","edg12663","ko01100"
"K16066","edg12664","ko01100"
"K16066","edg12665","ko01100"
"K16066","edg12666","ko01100"
"K16066","edg12667","ko01100"
"K16066","edg12668","ko01100"
"K16066","edg12669","ko01100"
"K16066","edg12670","ko01100"
"K16066","edg12671","ko01100"
"K13745","edg12672","ko01100"
"K10674","edg12673","ko01100"
"K21456","edg12674","ko01100"
"K01920","edg12674","ko01100"
"K21456","edg12675","ko01100"
"K01920","edg12675","ko01100"
"K21456","edg12676","ko01100"
"K01920","edg12676","ko01100"
"K21456","edg12677","ko01100"
"K01920","edg12677","ko01100"
"K21456","edg12678","ko01100"
"K01920","edg12678","ko01100"
"K21456","edg12679","ko01100"
"K01920","edg12679","ko01100"
"K21456","edg12680","ko01100"
"K01920","edg12680","ko01100"
"K21456","edg12681","ko01100"
"K01920","edg12681","ko01100"
"K21456","edg12682","ko01100"
"K01920","edg12682","ko01100"
"K21456","edg12683","ko01100"
"K01920","edg12683","ko01100"
"K21456","edg12684","ko01100"
"K01920","edg12684","ko01100"
"K21456","edg12685","ko01100"
"K01920","edg12685","ko01100"
"K21456","edg12686","ko01100"
"K01920","edg12686","ko01100"
"K21456","edg12687","ko01100"
"K01920","edg12687","ko01100"
"K21456","edg12688","ko01100"
"K01920","edg12688","ko01100"
"K21456","edg12689","ko01100"
"K01920","edg12689","ko01100"
"K21456","edg12690","ko01100"
"K01920","edg12690","ko01100"
"K21456","edg12691","ko01100"
"K01920","edg12691","ko01100"
"K21456","edg12692","ko01100"
"K01920","edg12692","ko01100"
"K21456","edg12693","ko01100"
"K01920","edg12693","ko01100"
"K21456","edg12694","ko01100"
"K01920","edg12694","ko01100"
"K21456","edg12695","ko01100"
"K01920","edg12695","ko01100"
"K21456","edg12696","ko01100"
"K01920","edg12696","ko01100"
"K21456","edg12697","ko01100"
"K01920","edg12697","ko01100"
"K21456","edg12698","ko01100"
"K01920","edg12698","ko01100"
"K21456","edg12699","ko01100"
"K01920","edg12699","ko01100"
"K21456","edg12700","ko01100"
"K01920","edg12700","ko01100"
"K21456","edg12701","ko01100"
"K01920","edg12701","ko01100"
"K21456","edg12702","ko01100"
"K01920","edg12702","ko01100"
"K21456","edg12703","ko01100"
"K01920","edg12703","ko01100"
"K21456","edg12704","ko01100"
"K01920","edg12704","ko01100"
"K21456","edg12705","ko01100"
"K01920","edg12705","ko01100"
"K21456","edg12706","ko01100"
"K01920","edg12706","ko01100"
"K21456","edg12707","ko01100"
"K01920","edg12707","ko01100"
"K21456","edg12708","ko01100"
"K01920","edg12708","ko01100"
"K21456","edg12709","ko01100"
"K01920","edg12709","ko01100"
"K21456","edg12710","ko01100"
"K01920","edg12710","ko01100"
"K21456","edg12711","ko01100"
"K01920","edg12711","ko01100"
"K21456","edg12712","ko01100"
"K01920","edg12712","ko01100"
"K21456","edg12713","ko01100"
"K01920","edg12713","ko01100"
"K21456","edg12714","ko01100"
"K01920","edg12714","ko01100"
"K21456","edg12715","ko01100"
"K01920","edg12715","ko01100"
"K21456","edg12716","ko01100"
"K01920","edg12716","ko01100"
"K21456","edg12717","ko01100"
"K01920","edg12717","ko01100"
"K21456","edg12718","ko01100"
"K01920","edg12718","ko01100"
"K21456","edg12719","ko01100"
"K01920","edg12719","ko01100"
"K21456","edg12720","ko01100"
"K01920","edg12720","ko01100"
"K21456","edg12721","ko01100"
"K01920","edg12721","ko01100"
"K21456","edg12722","ko01100"
"K01920","edg12722","ko01100"
"K21456","edg12723","ko01100"
"K01920","edg12723","ko01100"
"K01255","edg12724","ko01100"
"K07751","edg12724","ko01100"
"K11140","edg12724","ko01100"
"K01256","edg12724","ko01100"
"K11142","edg12724","ko01100"
"K01270","edg12724","ko01100"
"K15428","edg12724","ko01100"
"K01255","edg12725","ko01100"
"K07751","edg12725","ko01100"
"K11140","edg12725","ko01100"
"K01256","edg12725","ko01100"
"K11142","edg12725","ko01100"
"K01270","edg12725","ko01100"
"K15428","edg12725","ko01100"
"K01255","edg12726","ko01100"
"K07751","edg12726","ko01100"
"K11140","edg12726","ko01100"
"K01256","edg12726","ko01100"
"K11142","edg12726","ko01100"
"K01270","edg12726","ko01100"
"K15428","edg12726","ko01100"
"K01255","edg12727","ko01100"
"K07751","edg12727","ko01100"
"K11140","edg12727","ko01100"
"K01256","edg12727","ko01100"
"K11142","edg12727","ko01100"
"K01270","edg12727","ko01100"
"K15428","edg12727","ko01100"
"K01255","edg12728","ko01100"
"K07751","edg12728","ko01100"
"K11140","edg12728","ko01100"
"K01256","edg12728","ko01100"
"K11142","edg12728","ko01100"
"K01270","edg12728","ko01100"
"K15428","edg12728","ko01100"
"K01255","edg12729","ko01100"
"K07751","edg12729","ko01100"
"K11140","edg12729","ko01100"
"K01256","edg12729","ko01100"
"K11142","edg12729","ko01100"
"K01270","edg12729","ko01100"
"K15428","edg12729","ko01100"
"K01255","edg12730","ko01100"
"K07751","edg12730","ko01100"
"K11140","edg12730","ko01100"
"K01256","edg12730","ko01100"
"K11142","edg12730","ko01100"
"K01270","edg12730","ko01100"
"K15428","edg12730","ko01100"
"K01255","edg12731","ko01100"
"K07751","edg12731","ko01100"
"K11140","edg12731","ko01100"
"K01256","edg12731","ko01100"
"K11142","edg12731","ko01100"
"K01270","edg12731","ko01100"
"K15428","edg12731","ko01100"
"K01255","edg12732","ko01100"
"K07751","edg12732","ko01100"
"K11140","edg12732","ko01100"
"K01256","edg12732","ko01100"
"K11142","edg12732","ko01100"
"K01270","edg12732","ko01100"
"K15428","edg12732","ko01100"
"K01255","edg12733","ko01100"
"K07751","edg12733","ko01100"
"K11140","edg12733","ko01100"
"K01256","edg12733","ko01100"
"K11142","edg12733","ko01100"
"K01270","edg12733","ko01100"
"K15428","edg12733","ko01100"
"K01255","edg12734","ko01100"
"K07751","edg12734","ko01100"
"K11140","edg12734","ko01100"
"K01256","edg12734","ko01100"
"K11142","edg12734","ko01100"
"K01270","edg12734","ko01100"
"K15428","edg12734","ko01100"
"K01255","edg12735","ko01100"
"K07751","edg12735","ko01100"
"K11140","edg12735","ko01100"
"K01256","edg12735","ko01100"
"K11142","edg12735","ko01100"
"K01270","edg12735","ko01100"
"K15428","edg12735","ko01100"
"K01255","edg12736","ko01100"
"K07751","edg12736","ko01100"
"K11140","edg12736","ko01100"
"K01256","edg12736","ko01100"
"K11142","edg12736","ko01100"
"K01270","edg12736","ko01100"
"K15428","edg12736","ko01100"
"K01255","edg12737","ko01100"
"K07751","edg12737","ko01100"
"K11140","edg12737","ko01100"
"K01256","edg12737","ko01100"
"K11142","edg12737","ko01100"
"K01270","edg12737","ko01100"
"K15428","edg12737","ko01100"
"K01255","edg12738","ko01100"
"K07751","edg12738","ko01100"
"K11140","edg12738","ko01100"
"K01256","edg12738","ko01100"
"K11142","edg12738","ko01100"
"K01270","edg12738","ko01100"
"K15428","edg12738","ko01100"
"K01255","edg12739","ko01100"
"K07751","edg12739","ko01100"
"K11140","edg12739","ko01100"
"K01256","edg12739","ko01100"
"K11142","edg12739","ko01100"
"K01270","edg12739","ko01100"
"K15428","edg12739","ko01100"
"K01255","edg12740","ko01100"
"K07751","edg12740","ko01100"
"K11140","edg12740","ko01100"
"K01256","edg12740","ko01100"
"K11142","edg12740","ko01100"
"K01270","edg12740","ko01100"
"K15428","edg12740","ko01100"
"K01255","edg12741","ko01100"
"K07751","edg12741","ko01100"
"K11140","edg12741","ko01100"
"K01256","edg12741","ko01100"
"K11142","edg12741","ko01100"
"K01270","edg12741","ko01100"
"K15428","edg12741","ko01100"
"K01255","edg12742","ko01100"
"K07751","edg12742","ko01100"
"K11140","edg12742","ko01100"
"K01256","edg12742","ko01100"
"K11142","edg12742","ko01100"
"K01270","edg12742","ko01100"
"K15428","edg12742","ko01100"
"K01255","edg12743","ko01100"
"K07751","edg12743","ko01100"
"K11140","edg12743","ko01100"
"K01256","edg12743","ko01100"
"K11142","edg12743","ko01100"
"K01270","edg12743","ko01100"
"K15428","edg12743","ko01100"
"K01255","edg12744","ko01100"
"K07751","edg12744","ko01100"
"K11140","edg12744","ko01100"
"K01256","edg12744","ko01100"
"K11142","edg12744","ko01100"
"K01270","edg12744","ko01100"
"K15428","edg12744","ko01100"
"K01255","edg12745","ko01100"
"K07751","edg12745","ko01100"
"K11140","edg12745","ko01100"
"K01256","edg12745","ko01100"
"K11142","edg12745","ko01100"
"K01270","edg12745","ko01100"
"K15428","edg12745","ko01100"
"K01255","edg12746","ko01100"
"K07751","edg12746","ko01100"
"K11140","edg12746","ko01100"
"K01256","edg12746","ko01100"
"K11142","edg12746","ko01100"
"K01270","edg12746","ko01100"
"K15428","edg12746","ko01100"
"K01255","edg12747","ko01100"
"K07751","edg12747","ko01100"
"K11140","edg12747","ko01100"
"K01256","edg12747","ko01100"
"K11142","edg12747","ko01100"
"K01270","edg12747","ko01100"
"K15428","edg12747","ko01100"
"K01255","edg12748","ko01100"
"K07751","edg12748","ko01100"
"K11140","edg12748","ko01100"
"K01256","edg12748","ko01100"
"K11142","edg12748","ko01100"
"K01270","edg12748","ko01100"
"K15428","edg12748","ko01100"
"K01255","edg12749","ko01100"
"K07751","edg12749","ko01100"
"K11140","edg12749","ko01100"
"K01256","edg12749","ko01100"
"K11142","edg12749","ko01100"
"K01270","edg12749","ko01100"
"K15428","edg12749","ko01100"
"K15786","edg12750","ko01100"
"K15786","edg12751","ko01100"
"K15786","edg12752","ko01100"
"K15786","edg12753","ko01100"
"K15786","edg12754","ko01100"
"K15786","edg12755","ko01100"
"K15786","edg12756","ko01100"
"K15786","edg12757","ko01100"
"K15786","edg12758","ko01100"
"K15786","edg12759","ko01100"
"K15786","edg12760","ko01100"
"K15786","edg12761","ko01100"
"K15786","edg12762","ko01100"
"K15786","edg12763","ko01100"
"K15786","edg12764","ko01100"
"K15786","edg12765","ko01100"
"K15786","edg12766","ko01100"
"K15786","edg12767","ko01100"
"K15786","edg12768","ko01100"
"K15786","edg12769","ko01100"
"K15786","edg12770","ko01100"
"K15786","edg12771","ko01100"
"K15786","edg12772","ko01100"
"K15786","edg12773","ko01100"
"K15786","edg12774","ko01100"
"K15786","edg12775","ko01100"
"K15786","edg12776","ko01100"
"K15786","edg12777","ko01100"
"K15786","edg12778","ko01100"
"K15786","edg12779","ko01100"
"K15786","edg12780","ko01100"
"K15786","edg12781","ko01100"
"K15786","edg12782","ko01100"
"K15786","edg12783","ko01100"
"K15786","edg12784","ko01100"
"K15786","edg12785","ko01100"
"K15786","edg12786","ko01100"
"K18896","edg12787","ko01100"
"K24071","edg12787","ko01100"
"K18896","edg12788","ko01100"
"K24071","edg12788","ko01100"
"K18896","edg12789","ko01100"
"K24071","edg12789","ko01100"
"K18896","edg12790","ko01100"
"K24071","edg12790","ko01100"
"K18896","edg12791","ko01100"
"K24071","edg12791","ko01100"
"K18896","edg12792","ko01100"
"K24071","edg12792","ko01100"
"K18896","edg12793","ko01100"
"K24071","edg12793","ko01100"
"K18896","edg12794","ko01100"
"K24071","edg12794","ko01100"
"K18896","edg12795","ko01100"
"K24071","edg12795","ko01100"
"K18896","edg12796","ko01100"
"K24071","edg12796","ko01100"
"K18896","edg12797","ko01100"
"K24071","edg12797","ko01100"
"K18896","edg12798","ko01100"
"K24071","edg12798","ko01100"
"K18896","edg12799","ko01100"
"K24071","edg12799","ko01100"
"K13566","edg12800","ko01100"
"K08590","edg12800","ko01100"
"K13566","edg12801","ko01100"
"K08590","edg12801","ko01100"
"K13566","edg12802","ko01100"
"K08590","edg12802","ko01100"
"K13566","edg12803","ko01100"
"K08590","edg12803","ko01100"
"K13566","edg12804","ko01100"
"K08590","edg12804","ko01100"
"K13566","edg12805","ko01100"
"K08590","edg12805","ko01100"
"K13566","edg12806","ko01100"
"K08590","edg12806","ko01100"
"K13566","edg12807","ko01100"
"K08590","edg12807","ko01100"
"K13566","edg12808","ko01100"
"K08590","edg12808","ko01100"
"K13566","edg12809","ko01100"
"K08590","edg12809","ko01100"
"K13566","edg12810","ko01100"
"K08590","edg12810","ko01100"
"K13566","edg12811","ko01100"
"K08590","edg12811","ko01100"
"K13566","edg12812","ko01100"
"K08590","edg12812","ko01100"
"K01779","edg12813","ko01100"
"K01779","edg12814","ko01100"
"K01779","edg12815","ko01100"
"K01779","edg12816","ko01100"
"K01779","edg12817","ko01100"
"K01779","edg12818","ko01100"
"K01779","edg12819","ko01100"
"K01779","edg12820","ko01100"
"K01779","edg12821","ko01100"
"K01779","edg12822","ko01100"
"K01779","edg12823","ko01100"
"K01779","edg12824","ko01100"
"K01779","edg12825","ko01100"
"K13566","edg12826","ko01100"
"K13566","edg12827","ko01100"
"K13566","edg12828","ko01100"
"K13566","edg12829","ko01100"
"K13566","edg12830","ko01100"
"K13566","edg12831","ko01100"
"K13566","edg12832","ko01100"
"K13566","edg12833","ko01100"
"K13566","edg12834","ko01100"
"K13566","edg12835","ko01100"
"K13566","edg12836","ko01100"
"K13566","edg12837","ko01100"
"K13566","edg12838","ko01100"
"K22457","edg12839","ko01100"
"K22457","edg12840","ko01100"
"K22457","edg12841","ko01100"
"K22457","edg12842","ko01100"
"K22457","edg12843","ko01100"
"K22457","edg12844","ko01100"
"K22457","edg12845","ko01100"
"K22457","edg12846","ko01100"
"K22457","edg12847","ko01100"
"K22457","edg12848","ko01100"
"K22457","edg12849","ko01100"
"K22457","edg12850","ko01100"
"K22457","edg12851","ko01100"
"K01885","edg12852","ko01100"
"K14163","edg12852","ko01100"
"K01885","edg12853","ko01100"
"K14163","edg12853","ko01100"
"K01885","edg12854","ko01100"
"K14163","edg12854","ko01100"
"K01885","edg12855","ko01100"
"K14163","edg12855","ko01100"
"K01885","edg12856","ko01100"
"K14163","edg12856","ko01100"
"K01885","edg12857","ko01100"
"K14163","edg12857","ko01100"
"K01885","edg12858","ko01100"
"K14163","edg12858","ko01100"
"K01885","edg12859","ko01100"
"K14163","edg12859","ko01100"
"K01885","edg12860","ko01100"
"K14163","edg12860","ko01100"
"K01885","edg12861","ko01100"
"K14163","edg12861","ko01100"
"K01885","edg12862","ko01100"
"K14163","edg12862","ko01100"
"K01885","edg12863","ko01100"
"K14163","edg12863","ko01100"
"K01885","edg12864","ko01100"
"K14163","edg12864","ko01100"
"K01885","edg12865","ko01100"
"K14163","edg12865","ko01100"
"K01885","edg12866","ko01100"
"K14163","edg12866","ko01100"
"K01885","edg12867","ko01100"
"K14163","edg12867","ko01100"
"K01885","edg12868","ko01100"
"K14163","edg12868","ko01100"
"K01885","edg12869","ko01100"
"K14163","edg12869","ko01100"
"K01885","edg12870","ko01100"
"K14163","edg12870","ko01100"
"K01885","edg12871","ko01100"
"K14163","edg12871","ko01100"
"K01885","edg12872","ko01100"
"K14163","edg12872","ko01100"
"K01885","edg12873","ko01100"
"K14163","edg12873","ko01100"
"K01885","edg12874","ko01100"
"K14163","edg12874","ko01100"
"K01885","edg12875","ko01100"
"K14163","edg12875","ko01100"
"K01885","edg12876","ko01100"
"K14163","edg12876","ko01100"
"K01695","edg12877","ko01100"
"K01696","edg12877","ko01100"
"K06001","edg12877","ko01100"
"K01694","edg12877","ko01100"
"K01695","edg12878","ko01100"
"K01696","edg12878","ko01100"
"K06001","edg12878","ko01100"
"K01694","edg12878","ko01100"
"K01695","edg12879","ko01100"
"K01696","edg12879","ko01100"
"K06001","edg12879","ko01100"
"K01694","edg12879","ko01100"
"K01695","edg12880","ko01100"
"K01696","edg12880","ko01100"
"K06001","edg12880","ko01100"
"K01694","edg12880","ko01100"
"K01695","edg12881","ko01100"
"K01696","edg12881","ko01100"
"K06001","edg12881","ko01100"
"K01694","edg12881","ko01100"
"K01695","edg12882","ko01100"
"K01696","edg12882","ko01100"
"K06001","edg12882","ko01100"
"K01694","edg12882","ko01100"
"K01695","edg12883","ko01100"
"K01696","edg12883","ko01100"
"K06001","edg12883","ko01100"
"K01694","edg12883","ko01100"
"K01695","edg12884","ko01100"
"K01696","edg12884","ko01100"
"K06001","edg12884","ko01100"
"K01694","edg12884","ko01100"
"K01695","edg12885","ko01100"
"K01696","edg12885","ko01100"
"K06001","edg12885","ko01100"
"K01694","edg12885","ko01100"
"K01695","edg12886","ko01100"
"K01696","edg12886","ko01100"
"K06001","edg12886","ko01100"
"K01694","edg12886","ko01100"
"K01695","edg12887","ko01100"
"K01696","edg12887","ko01100"
"K06001","edg12887","ko01100"
"K01694","edg12887","ko01100"
"K01695","edg12888","ko01100"
"K01696","edg12888","ko01100"
"K06001","edg12888","ko01100"
"K01694","edg12888","ko01100"
"K01695","edg12889","ko01100"
"K01696","edg12889","ko01100"
"K06001","edg12889","ko01100"
"K01694","edg12889","ko01100"
"K01695","edg12890","ko01100"
